 [x] Sent b'[2/20/2023 8:58, 88.0]' on route-C
 [x] Sent b'[2/20/2023 12:38, 105.0]' on route-C
 [x] Sent b'[2/20/2023 12:39, 87.0]' on route-A
 [x] Sent b'[2/20/2023 12:39, 107.0]' on route-B
 [x] Sent b'[2/20/2023 12:39, 97.0]' on route-C
 [x] Sent b'[2/20/2023 12:39, 129.0]' on route-A
 [x] Sent b'[2/20/2023 12:39, 120.0]' on route-B
 [x] Sent b'[2/20/2023 12:39, 123.0]' on route-C
 [x] Sent b'[2/20/2023 12:39, 97.0]' on route-A
 [x] Sent b'[2/20/2023 12:39, 98.0]' on route-B
 [x] Sent b'[2/20/2023 12:39, 119.0]' on route-C
 [x] Sent b'[2/20/2023 12:40, 92.0]' on route-A
 [x] Sent b'[2/20/2023 12:40, 100.0]' on route-B
 [x] Sent b'[2/20/2023 12:40, 92.0]' on route-C
 [x] Sent b'[2/20/2023 12:40, 126.0]' on route-A
 [x] Sent b'[2/20/2023 12:40, 88.0]' on route-B
 [x] Sent b'[2/20/2023 12:40, 126.0]' on route-C
 [x] Sent b'[2/20/2023 12:40, 107.0]' on route-A
 [x] Sent b'[2/20/2023 12:40, 120.0]' on route-B
 [x] Sent b'[2/20/2023 12:40, 99.0]' on route-C
 [x] Sent b'[2/20/2023 12:41, 89.0]' on route-A
 [x] Sent b'[2/20/2023 12:41, 106.0]' on route-B
 [x] Sent b'[2/20/2023 12:41, 128.0]' on route-C
 [x] Sent b'[2/20/2023 12:41, 99.0]' on route-A
 [x] Sent b'[2/20/2023 12:41, 130.0]' on route-B
 [x] Sent b'[2/20/2023 12:41, 97.0]' on route-C
 [x] Sent b'[2/20/2023 12:41, 117.0]' on route-A
 [x] Sent b'[2/20/2023 12:41, 93.0]' on route-B
 [x] Sent b'[2/20/2023 12:41, 120.0]' on route-C
 [x] Sent b'[2/20/2023 12:42, 101.0]' on route-A
 [x] Sent b'[2/20/2023 12:42, 125.0]' on route-B
 [x] Sent b'[2/20/2023 12:42, 116.0]' on route-C
 [x] Sent b'[2/20/2023 12:42, 85.0]' on route-A
 [x] Sent b'[2/20/2023 12:42, 85.0]' on route-B
 [x] Sent b'[2/20/2023 12:42, 89.0]' on route-C
 [x] Sent b'[2/20/2023 12:42, 117.0]' on route-A
 [x] Sent b'[2/20/2023 12:42, 85.0]' on route-B
 [x] Sent b'[2/20/2023 12:42, 98.0]' on route-C
 [x] Sent b'[2/20/2023 12:43, 116.0]' on route-A
 [x] Sent b'[2/20/2023 12:43, 125.0]' on route-B
 [x] Sent b'[2/20/2023 12:43, 126.0]' on route-C
 [x] Sent b'[2/20/2023 12:43, 89.0]' on route-A
 [x] Sent b'[2/20/2023 12:43, 101.0]' on route-B
 [x] Sent b'[2/20/2023 12:43, 124.0]' on route-C
 [x] Sent b'[2/20/2023 12:43, 124.0]' on route-A
 [x] Sent b'[2/20/2023 12:43, 96.0]' on route-B
 [x] Sent b'[2/20/2023 12:43, 111.0]' on route-C
 [x] Sent b'[2/20/2023 12:44, 86.0]' on route-A
 [x] Sent b'[2/20/2023 12:44, 117.0]' on route-B
 [x] Sent b'[2/20/2023 12:44, 90.0]' on route-C
 [x] Sent b'[2/20/2023 12:44, 89.0]' on route-A
 [x] Sent b'[2/20/2023 12:44, 99.0]' on route-B
 [x] Sent b'[2/20/2023 12:44, 121.0]' on route-C
 [x] Sent b'[2/20/2023 12:44, 89.0]' on route-A
 [x] Sent b'[2/20/2023 12:44, 110.0]' on route-B
 [x] Sent b'[2/20/2023 12:44, 87.0]' on route-C
 [x] Sent b'[2/20/2023 12:45, 115.0]' on route-A
 [x] Sent b'[2/20/2023 12:45, 118.0]' on route-B
 [x] Sent b'[2/20/2023 12:45, 116.0]' on route-C
 [x] Sent b'[2/20/2023 12:45, 96.0]' on route-A
 [x] Sent b'[2/20/2023 12:45, 91.0]' on route-B
 [x] Sent b'[2/20/2023 12:45, 114.0]' on route-C
 [x] Sent b'[2/20/2023 12:45, 125.0]' on route-A
 [x] Sent b'[2/20/2023 12:45, 95.0]' on route-B
 [x] Sent b'[2/20/2023 12:45, 92.0]' on route-C
 [x] Sent b'[2/20/2023 12:46, 87.0]' on route-A
 [x] Sent b'[2/20/2023 12:46, 96.0]' on route-B
 [x] Sent b'[2/20/2023 12:46, 89.0]' on route-C
 [x] Sent b'[2/20/2023 12:46, 97.0]' on route-A
 [x] Sent b'[2/20/2023 12:46, 121.0]' on route-B
 [x] Sent b'[2/20/2023 12:46, 124.0]' on route-C
 [x] Sent b'[2/20/2023 12:46, 112.0]' on route-A
 [x] Sent b'[2/20/2023 12:46, 120.0]' on route-B
 [x] Sent b'[2/20/2023 12:46, 106.0]' on route-C
 [x] Sent b'[2/20/2023 12:47, 109.0]' on route-A
 [x] Sent b'[2/20/2023 12:47, 99.0]' on route-B
 [x] Sent b'[2/20/2023 12:47, 86.0]' on route-C
 [x] Sent b'[2/20/2023 12:47, 92.0]' on route-A
 [x] Sent b'[2/20/2023 12:47, 86.0]' on route-B
 [x] Sent b'[2/20/2023 12:47, 111.0]' on route-C
 [x] Sent b'[2/20/2023 12:47, 111.0]' on route-A
 [x] Sent b'[2/20/2023 12:47, 94.0]' on route-B
 [x] Sent b'[2/20/2023 12:47, 94.0]' on route-C
 [x] Sent b'[2/20/2023 12:48, 107.0]' on route-A
 [x] Sent b'[2/20/2023 12:48, 99.0]' on route-B
 [x] Sent b'[2/20/2023 12:48, 88.0]' on route-C
 [x] Sent b'[2/20/2023 12:48, 125.0]' on route-A
 [x] Sent b'[2/20/2023 12:48, 88.0]' on route-B
 [x] Sent b'[2/20/2023 12:48, 127.0]' on route-C
 [x] Sent b'[2/20/2023 12:48, 118.0]' on route-A
 [x] Sent b'[2/20/2023 12:48, 92.0]' on route-B
 [x] Sent b'[2/20/2023 12:48, 94.0]' on route-C
 [x] Sent b'[2/20/2023 12:49, 96.0]' on route-A
 [x] Sent b'[2/20/2023 12:49, 124.0]' on route-B
 [x] Sent b'[2/20/2023 12:49, 87.0]' on route-C
 [x] Sent b'[2/20/2023 12:49, 98.0]' on route-A
 [x] Sent b'[2/20/2023 12:49, 121.0]' on route-B
 [x] Sent b'[2/20/2023 12:49, 122.0]' on route-C
 [x] Sent b'[2/20/2023 12:49, 89.0]' on route-A
 [x] Sent b'[2/20/2023 12:49, 85.0]' on route-B
 [x] Sent b'[2/20/2023 12:49, 86.0]' on route-C
 [x] Sent b'[2/20/2023 12:50, 107.0]' on route-A
 [x] Sent b'[2/20/2023 12:50, 115.0]' on route-B
 [x] Sent b'[2/20/2023 12:50, 124.0]' on route-C
 [x] Sent b'[2/20/2023 12:50, 99.0]' on route-A
 [x] Sent b'[2/20/2023 12:50, 105.0]' on route-B
 [x] Sent b'[2/20/2023 12:50, 125.0]' on route-C
 [x] Sent b'[2/20/2023 12:50, 124.0]' on route-A
 [x] Sent b'[2/20/2023 12:50, 126.0]' on route-B
 [x] Sent b'[2/20/2023 12:50, 93.0]' on route-C
 [x] Sent b'[2/20/2023 12:51, 121.0]' on route-A
 [x] Sent b'[2/20/2023 12:51, 124.0]' on route-B
 [x] Sent b'[2/20/2023 12:51, 123.0]' on route-C
 [x] Sent b'[2/20/2023 12:51, 125.0]' on route-A
 [x] Sent b'[2/20/2023 12:51, 105.0]' on route-B
 [x] Sent b'[2/20/2023 12:51, 126.0]' on route-C
 [x] Sent b'[2/20/2023 12:51, 121.0]' on route-A
 [x] Sent b'[2/20/2023 12:51, 93.0]' on route-B
 [x] Sent b'[2/20/2023 12:51, 122.0]' on route-C
 [x] Sent b'[2/20/2023 12:52, 91.0]' on route-A
 [x] Sent b'[2/20/2023 12:52, 124.0]' on route-B
 [x] Sent b'[2/20/2023 12:52, 127.0]' on route-C
 [x] Sent b'[2/20/2023 12:52, 92.0]' on route-A
 [x] Sent b'[2/20/2023 12:52, 109.0]' on route-B
 [x] Sent b'[2/20/2023 12:52, 85.0]' on route-A
 [x] Sent b'[2/20/2023 12:52, 128.0]' on route-B
 [x] Sent b'[2/20/2023 12:52, 96.0]' on route-C
 [x] Sent b'[2/20/2023 12:53, 105.0]' on route-A
 [x] Sent b'[2/20/2023 12:53, 126.0]' on route-B
 [x] Sent b'[2/20/2023 12:53, 89.0]' on route-C
 [x] Sent b'[2/20/2023 12:53, 127.0]' on route-C
 [x] Sent b'[2/20/2023 12:53, 119.0]' on route-A
 [x] Sent b'[2/20/2023 12:53, 110.0]' on route-B
 [x] Sent b'[2/20/2023 12:53, 88.0]' on route-C
 [x] Sent b'[2/20/2023 12:54, 122.0]' on route-A
 [x] Sent b'[2/20/2023 12:54, 90.0]' on route-B
 [x] Sent b'[2/20/2023 12:54, 128.0]' on route-C
 [x] Sent b'[2/20/2023 12:54, 88.0]' on route-A
 [x] Sent b'[2/20/2023 12:54, 118.0]' on route-B
 [x] Sent b'[2/20/2023 12:54, 117.0]' on route-C
 [x] Sent b'[2/20/2023 12:54, 128.0]' on route-A
 [x] Sent b'[2/20/2023 12:54, 106.0]' on route-B
 [x] Sent b'[2/20/2023 12:54, 100.0]' on route-C
 [x] Sent b'[2/20/2023 12:55, 124.0]' on route-A
 [x] Sent b'[2/20/2023 12:55, 98.0]' on route-B
 [x] Sent b'[2/20/2023 12:55, 122.0]' on route-C
 [x] Sent b'[2/20/2023 12:55, 118.0]' on route-A
 [x] Sent b'[2/20/2023 12:55, 103.0]' on route-C
 [x] Sent b'[2/20/2023 12:55, 102.0]' on route-A
 [x] Sent b'[2/20/2023 12:55, 106.0]' on route-C
 [x] Sent b'[2/20/2023 12:56, 108.0]' on route-A
 [x] Sent b'[2/20/2023 12:56, 97.0]' on route-B
 [x] Sent b'[2/20/2023 12:56, 104.0]' on route-C
 [x] Sent b'[2/20/2023 12:56, 106.0]' on route-A
 [x] Sent b'[2/20/2023 12:56, 94.0]' on route-B
 [x] Sent b'[2/20/2023 12:56, 122.0]' on route-A
 [x] Sent b'[2/20/2023 12:56, 102.0]' on route-B
 [x] Sent b'[2/20/2023 12:56, 98.0]' on route-C
 [x] Sent b'[2/20/2023 12:57, 119.0]' on route-A
 [x] Sent b'[2/20/2023 12:57, 127.0]' on route-C
 [x] Sent b'[2/20/2023 12:57, 93.0]' on route-A
 [x] Sent b'[2/20/2023 12:57, 118.0]' on route-B
 [x] Sent b'[2/20/2023 12:57, 95.0]' on route-C
 [x] Sent b'[2/20/2023 12:57, 127.0]' on route-A
 [x] Sent b'[2/20/2023 12:57, 114.0]' on route-B
 [x] Sent b'[2/20/2023 12:57, 126.0]' on route-C
 [x] Sent b'[2/20/2023 12:58, 95.0]' on route-A
 [x] Sent b'[2/20/2023 12:58, 113.0]' on route-B
 [x] Sent b'[2/20/2023 12:58, 98.0]' on route-C
 [x] Sent b'[2/20/2023 12:58, 117.0]' on route-A
 [x] Sent b'[2/20/2023 12:58, 117.0]' on route-B
 [x] Sent b'[2/20/2023 12:58, 109.0]' on route-C
 [x] Sent b'[2/20/2023 12:58, 126.0]' on route-A
 [x] Sent b'[2/20/2023 12:58, 114.0]' on route-B
 [x] Sent b'[2/20/2023 12:58, 90.0]' on route-C
 [x] Sent b'[2/20/2023 12:59, 122.0]' on route-A
 [x] Sent b'[2/20/2023 12:59, 108.0]' on route-B
 [x] Sent b'[2/20/2023 12:59, 124.0]' on route-C
 [x] Sent b'[2/20/2023 12:59, 91.0]' on route-A
 [x] Sent b'[2/20/2023 12:59, 88.0]' on route-B
 [x] Sent b'[2/20/2023 12:59, 92.0]' on route-C
 [x] Sent b'[2/20/2023 12:59, 92.0]' on route-A
 [x] Sent b'[2/20/2023 12:59, 86.0]' on route-B
 [x] Sent b'[2/20/2023 12:59, 125.0]' on route-C
 [x] Sent b'[2/20/2023 13:00, 102.0]' on route-A
 [x] Sent b'[2/20/2023 13:00, 123.0]' on route-B
 [x] Sent b'[2/20/2023 13:00, 129.0]' on route-C
 [x] Sent b'[2/20/2023 13:00, 85.0]' on route-A
 [x] Sent b'[2/20/2023 13:00, 108.0]' on route-B
 [x] Sent b'[2/20/2023 13:00, 90.0]' on route-C
 [x] Sent b'[2/20/2023 13:00, 130.0]' on route-A
 [x] Sent b'[2/20/2023 13:00, 103.0]' on route-B
 [x] Sent b'[2/20/2023 13:00, 111.0]' on route-C
 [x] Sent b'[2/20/2023 13:01, 87.0]' on route-A
 [x] Sent b'[2/20/2023 13:01, 118.0]' on route-B
 [x] Sent b'[2/20/2023 13:01, 86.0]' on route-C
 [x] Sent b'[2/20/2023 13:01, 89.0]' on route-A
 [x] Sent b'[2/20/2023 13:01, 94.0]' on route-B
 [x] Sent b'[2/20/2023 13:01, 103.0]' on route-C
 [x] Sent b'[2/20/2023 13:01, 129.0]' on route-A
 [x] Sent b'[2/20/2023 13:01, 94.0]' on route-B
 [x] Sent b'[2/20/2023 13:01, 88.0]' on route-C
 [x] Sent b'[2/20/2023 13:02, 101.0]' on route-A
 [x] Sent b'[2/20/2023 13:02, 105.0]' on route-B
 [x] Sent b'[2/20/2023 13:02, 116.0]' on route-C
 [x] Sent b'[2/20/2023 13:02, 127.0]' on route-A
 [x] Sent b'[2/20/2023 13:02, 90.0]' on route-B
 [x] Sent b'[2/20/2023 13:02, 104.0]' on route-C
 [x] Sent b'[2/20/2023 13:02, 121.0]' on route-A
 [x] Sent b'[2/20/2023 13:02, 92.0]' on route-B
 [x] Sent b'[2/20/2023 13:02, 101.0]' on route-C
 [x] Sent b'[2/20/2023 13:03, 127.0]' on route-A
 [x] Sent b'[2/20/2023 13:03, 116.0]' on route-B
 [x] Sent b'[2/20/2023 13:03, 129.0]' on route-C
 [x] Sent b'[2/20/2023 13:03, 99.0]' on route-A
 [x] Sent b'[2/20/2023 13:03, 89.0]' on route-B
 [x] Sent b'[2/20/2023 13:03, 113.0]' on route-C
 [x] Sent b'[2/20/2023 13:03, 104.0]' on route-A
 [x] Sent b'[2/20/2023 13:03, 92.0]' on route-B
 [x] Sent b'[2/20/2023 13:03, 115.0]' on route-C
 [x] Sent b'[2/20/2023 13:04, 106.0]' on route-A
 [x] Sent b'[2/20/2023 13:04, 113.0]' on route-B
 [x] Sent b'[2/20/2023 13:04, 96.0]' on route-C
 [x] Sent b'[2/20/2023 13:04, 103.0]' on route-A
 [x] Sent b'[2/20/2023 13:04, 92.0]' on route-B
 [x] Sent b'[2/20/2023 13:04, 122.0]' on route-C
 [x] Sent b'[2/20/2023 13:04, 106.0]' on route-A
 [x] Sent b'[2/20/2023 13:04, 117.0]' on route-B
 [x] Sent b'[2/20/2023 13:04, 90.0]' on route-C
 [x] Sent b'[2/20/2023 13:05, 130.0]' on route-A
 [x] Sent b'[2/20/2023 13:05, 122.0]' on route-B
 [x] Sent b'[2/20/2023 13:05, 104.0]' on route-C
 [x] Sent b'[2/20/2023 13:05, 101.0]' on route-A
 [x] Sent b'[2/20/2023 13:05, 99.0]' on route-B
 [x] Sent b'[2/20/2023 13:05, 107.0]' on route-C
 [x] Sent b'[2/20/2023 13:05, 130.0]' on route-A
 [x] Sent b'[2/20/2023 13:05, 115.0]' on route-B
 [x] Sent b'[2/20/2023 13:05, 125.0]' on route-C
 [x] Sent b'[2/20/2023 13:06, 93.0]' on route-A
 [x] Sent b'[2/20/2023 13:06, 98.0]' on route-B
 [x] Sent b'[2/20/2023 13:06, 121.0]' on route-C
 [x] Sent b'[2/20/2023 13:06, 88.0]' on route-A
 [x] Sent b'[2/20/2023 13:06, 106.0]' on route-B
 [x] Sent b'[2/20/2023 13:06, 105.0]' on route-C
 [x] Sent b'[2/20/2023 13:06, 88.0]' on route-A
 [x] Sent b'[2/20/2023 13:06, 119.0]' on route-B
 [x] Sent b'[2/20/2023 13:06, 106.0]' on route-C
 [x] Sent b'[2/20/2023 13:07, 103.0]' on route-A
 [x] Sent b'[2/20/2023 13:07, 124.0]' on route-B
 [x] Sent b'[2/20/2023 13:07, 118.0]' on route-C
 [x] Sent b'[2/20/2023 13:07, 111.0]' on route-A
 [x] Sent b'[2/20/2023 13:07, 120.0]' on route-B
 [x] Sent b'[2/20/2023 13:07, 112.0]' on route-C
 [x] Sent b'[2/20/2023 13:07, 125.0]' on route-A
 [x] Sent b'[2/20/2023 13:07, 107.0]' on route-B
 [x] Sent b'[2/20/2023 13:07, 127.0]' on route-C
 [x] Sent b'[2/20/2023 13:08, 92.0]' on route-A
 [x] Sent b'[2/20/2023 13:08, 95.0]' on route-B
 [x] Sent b'[2/20/2023 13:08, 125.0]' on route-C
 [x] Sent b'[2/20/2023 13:08, 126.0]' on route-A
 [x] Sent b'[2/20/2023 13:08, 112.0]' on route-B
 [x] Sent b'[2/20/2023 13:08, 102.0]' on route-C
 [x] Sent b'[2/20/2023 13:08, 93.0]' on route-A
 [x] Sent b'[2/20/2023 13:08, 97.0]' on route-B
 [x] Sent b'[2/20/2023 13:08, 90.0]' on route-C
 [x] Sent b'[2/20/2023 13:09, 90.0]' on route-A
 [x] Sent b'[2/20/2023 13:09, 113.0]' on route-B
 [x] Sent b'[2/20/2023 13:09, 117.0]' on route-C
 [x] Sent b'[2/20/2023 13:09, 128.0]' on route-A
 [x] Sent b'[2/20/2023 13:09, 86.0]' on route-B
 [x] Sent b'[2/20/2023 13:09, 99.0]' on route-C
 [x] Sent b'[2/20/2023 13:09, 102.0]' on route-A
 [x] Sent b'[2/20/2023 13:09, 92.0]' on route-B
 [x] Sent b'[2/20/2023 13:09, 104.0]' on route-C
 [x] Sent b'[2/20/2023 13:10, 94.0]' on route-A
 [x] Sent b'[2/20/2023 13:10, 93.0]' on route-B
 [x] Sent b'[2/20/2023 13:10, 108.0]' on route-C
 [x] Sent b'[2/20/2023 13:10, 122.0]' on route-A
 [x] Sent b'[2/20/2023 13:10, 121.0]' on route-B
 [x] Sent b'[2/20/2023 13:10, 87.0]' on route-C
 [x] Sent b'[2/20/2023 13:10, 114.0]' on route-A
 [x] Sent b'[2/20/2023 13:10, 126.0]' on route-B
 [x] Sent b'[2/20/2023 13:10, 117.0]' on route-C
 [x] Sent b'[2/20/2023 13:11, 103.0]' on route-A
 [x] Sent b'[2/20/2023 13:11, 116.0]' on route-B
 [x] Sent b'[2/20/2023 13:11, 105.0]' on route-C
 [x] Sent b'[2/20/2023 13:11, 129.0]' on route-A
 [x] Sent b'[2/20/2023 13:11, 85.0]' on route-B
 [x] Sent b'[2/20/2023 13:11, 108.0]' on route-C
 [x] Sent b'[2/20/2023 13:11, 126.0]' on route-A
 [x] Sent b'[2/20/2023 13:11, 92.0]' on route-B
 [x] Sent b'[2/20/2023 13:11, 98.0]' on route-C
 [x] Sent b'[2/20/2023 13:12, 91.0]' on route-A
 [x] Sent b'[2/20/2023 13:12, 120.0]' on route-B
 [x] Sent b'[2/20/2023 13:12, 108.0]' on route-C
 [x] Sent b'[2/20/2023 13:12, 110.0]' on route-A
 [x] Sent b'[2/20/2023 13:12, 111.0]' on route-B
 [x] Sent b'[2/20/2023 13:12, 123.0]' on route-C
 [x] Sent b'[2/20/2023 13:12, 116.0]' on route-A
 [x] Sent b'[2/20/2023 13:12, 128.0]' on route-B
 [x] Sent b'[2/20/2023 13:12, 111.0]' on route-C
 [x] Sent b'[2/20/2023 13:13, 106.0]' on route-A
 [x] Sent b'[2/20/2023 13:13, 111.0]' on route-B
 [x] Sent b'[2/20/2023 13:13, 105.0]' on route-C
 [x] Sent b'[2/20/2023 13:13, 127.0]' on route-A
 [x] Sent b'[2/20/2023 13:13, 98.0]' on route-B
 [x] Sent b'[2/20/2023 13:13, 113.0]' on route-C
 [x] Sent b'[2/20/2023 13:13, 98.0]' on route-A
 [x] Sent b'[2/20/2023 13:13, 112.0]' on route-B
 [x] Sent b'[2/20/2023 13:13, 118.0]' on route-C
 [x] Sent b'[2/20/2023 13:14, 99.0]' on route-A
 [x] Sent b'[2/20/2023 13:14, 98.0]' on route-B
 [x] Sent b'[2/20/2023 13:14, 113.0]' on route-C
 [x] Sent b'[2/20/2023 13:14, 121.0]' on route-A
 [x] Sent b'[2/20/2023 13:14, 99.0]' on route-B
 [x] Sent b'[2/20/2023 13:14, 113.0]' on route-C
 [x] Sent b'[2/20/2023 13:14, 93.0]' on route-A
 [x] Sent b'[2/20/2023 13:14, 104.0]' on route-B
 [x] Sent b'[2/20/2023 13:14, 85.0]' on route-C
 [x] Sent b'[2/20/2023 13:15, 125.0]' on route-A
 [x] Sent b'[2/20/2023 13:15, 88.0]' on route-B
 [x] Sent b'[2/20/2023 13:15, 130.0]' on route-C
 [x] Sent b'[2/20/2023 13:15, 101.0]' on route-A
 [x] Sent b'[2/20/2023 13:15, 106.0]' on route-B
 [x] Sent b'[2/20/2023 13:15, 129.0]' on route-C
 [x] Sent b'[2/20/2023 13:15, 92.0]' on route-A
 [x] Sent b'[2/20/2023 13:15, 89.0]' on route-B
 [x] Sent b'[2/20/2023 13:15, 112.0]' on route-C
 [x] Sent b'[2/20/2023 13:16, 124.0]' on route-A
 [x] Sent b'[2/20/2023 13:16, 93.0]' on route-B
 [x] Sent b'[2/20/2023 13:16, 112.0]' on route-C
 [x] Sent b'[2/20/2023 13:16, 104.0]' on route-A
 [x] Sent b'[2/20/2023 13:16, 97.0]' on route-B
 [x] Sent b'[2/20/2023 13:16, 98.0]' on route-C
 [x] Sent b'[2/20/2023 13:16, 100.0]' on route-A
 [x] Sent b'[2/20/2023 13:16, 122.0]' on route-B
 [x] Sent b'[2/20/2023 13:16, 101.0]' on route-C
 [x] Sent b'[2/20/2023 13:17, 127.0]' on route-A
 [x] Sent b'[2/20/2023 13:17, 124.0]' on route-B
 [x] Sent b'[2/20/2023 13:17, 130.0]' on route-C
 [x] Sent b'[2/20/2023 13:17, 128.0]' on route-A
 [x] Sent b'[2/20/2023 13:17, 86.0]' on route-B
 [x] Sent b'[2/20/2023 13:17, 94.0]' on route-C
 [x] Sent b'[2/20/2023 13:17, 117.0]' on route-A
 [x] Sent b'[2/20/2023 13:17, 118.0]' on route-B
 [x] Sent b'[2/20/2023 13:17, 102.0]' on route-C
 [x] Sent b'[2/20/2023 13:18, 99.0]' on route-A
 [x] Sent b'[2/20/2023 13:18, 115.0]' on route-B
 [x] Sent b'[2/20/2023 13:18, 95.0]' on route-C
 [x] Sent b'[2/20/2023 13:18, 96.0]' on route-A
 [x] Sent b'[2/20/2023 13:18, 124.0]' on route-B
 [x] Sent b'[2/20/2023 13:18, 98.0]' on route-C
 [x] Sent b'[2/20/2023 13:18, 127.0]' on route-A
 [x] Sent b'[2/20/2023 13:18, 108.0]' on route-B
 [x] Sent b'[2/20/2023 13:18, 121.0]' on route-C
 [x] Sent b'[2/20/2023 13:19, 112.0]' on route-A
 [x] Sent b'[2/20/2023 13:19, 109.0]' on route-B
 [x] Sent b'[2/20/2023 13:19, 96.0]' on route-C
 [x] Sent b'[2/20/2023 13:19, 94.0]' on route-A
 [x] Sent b'[2/20/2023 13:19, 121.0]' on route-B
 [x] Sent b'[2/20/2023 13:19, 123.0]' on route-C
 [x] Sent b'[2/20/2023 13:19, 105.0]' on route-A
 [x] Sent b'[2/20/2023 13:19, 118.0]' on route-B
 [x] Sent b'[2/20/2023 13:19, 89.0]' on route-C
 [x] Sent b'[2/20/2023 13:20, 130.0]' on route-A
 [x] Sent b'[2/20/2023 13:20, 123.0]' on route-B
 [x] Sent b'[2/20/2023 13:20, 89.0]' on route-C
 [x] Sent b'[2/20/2023 13:20, 115.0]' on route-A
 [x] Sent b'[2/20/2023 13:20, 102.0]' on route-B
 [x] Sent b'[2/20/2023 13:20, 89.0]' on route-C
 [x] Sent b'[2/20/2023 13:20, 119.0]' on route-A
 [x] Sent b'[2/20/2023 13:20, 90.0]' on route-B
 [x] Sent b'[2/20/2023 13:20, 110.0]' on route-C
 [x] Sent b'[2/20/2023 13:21, 123.0]' on route-A
 [x] Sent b'[2/20/2023 13:21, 121.0]' on route-B
 [x] Sent b'[2/20/2023 13:21, 130.0]' on route-C
 [x] Sent b'[2/20/2023 13:21, 104.0]' on route-A
 [x] Sent b'[2/20/2023 13:21, 105.0]' on route-B
 [x] Sent b'[2/20/2023 13:21, 98.0]' on route-C
 [x] Sent b'[2/20/2023 13:21, 117.0]' on route-A
 [x] Sent b'[2/20/2023 13:21, 107.0]' on route-B
 [x] Sent b'[2/20/2023 13:21, 128.0]' on route-C
 [x] Sent b'[2/20/2023 13:22, 117.0]' on route-A
 [x] Sent b'[2/20/2023 13:22, 103.0]' on route-B
 [x] Sent b'[2/20/2023 13:22, 111.0]' on route-C
 [x] Sent b'[2/20/2023 13:22, 101.0]' on route-A
 [x] Sent b'[2/20/2023 13:22, 129.0]' on route-B
 [x] Sent b'[2/20/2023 13:22, 99.0]' on route-C
 [x] Sent b'[2/20/2023 13:22, 99.0]' on route-A
 [x] Sent b'[2/20/2023 13:22, 94.0]' on route-B
 [x] Sent b'[2/20/2023 13:22, 92.0]' on route-C
 [x] Sent b'[2/20/2023 13:23, 93.0]' on route-A
 [x] Sent b'[2/20/2023 13:23, 100.0]' on route-B
 [x] Sent b'[2/20/2023 13:23, 87.0]' on route-C
 [x] Sent b'[2/20/2023 13:23, 106.0]' on route-A
 [x] Sent b'[2/20/2023 13:23, 123.0]' on route-B
 [x] Sent b'[2/20/2023 13:23, 109.0]' on route-C
 [x] Sent b'[2/20/2023 13:23, 88.0]' on route-A
 [x] Sent b'[2/20/2023 13:23, 85.0]' on route-B
 [x] Sent b'[2/20/2023 13:23, 120.0]' on route-C
 [x] Sent b'[2/20/2023 13:24, 99.0]' on route-A
 [x] Sent b'[2/20/2023 13:24, 105.0]' on route-B
 [x] Sent b'[2/20/2023 13:24, 97.0]' on route-C
 [x] Sent b'[2/20/2023 13:24, 116.0]' on route-A
 [x] Sent b'[2/20/2023 13:24, 96.0]' on route-B
 [x] Sent b'[2/20/2023 13:24, 129.0]' on route-C
 [x] Sent b'[2/20/2023 13:24, 88.0]' on route-A
 [x] Sent b'[2/20/2023 13:24, 97.0]' on route-B
 [x] Sent b'[2/20/2023 13:24, 99.0]' on route-C
 [x] Sent b'[2/20/2023 13:25, 106.0]' on route-A
 [x] Sent b'[2/20/2023 13:25, 103.0]' on route-B
 [x] Sent b'[2/20/2023 13:25, 101.0]' on route-C
 [x] Sent b'[2/20/2023 13:25, 121.0]' on route-A
 [x] Sent b'[2/20/2023 13:25, 116.0]' on route-B
 [x] Sent b'[2/20/2023 13:25, 109.0]' on route-C
 [x] Sent b'[2/20/2023 13:25, 107.0]' on route-A
 [x] Sent b'[2/20/2023 13:25, 103.0]' on route-B
 [x] Sent b'[2/20/2023 13:25, 117.0]' on route-C
 [x] Sent b'[2/20/2023 13:26, 124.0]' on route-A
 [x] Sent b'[2/20/2023 13:26, 126.0]' on route-B
 [x] Sent b'[2/20/2023 13:26, 109.0]' on route-C
 [x] Sent b'[2/20/2023 13:26, 117.0]' on route-A
 [x] Sent b'[2/20/2023 13:26, 94.0]' on route-B
 [x] Sent b'[2/20/2023 13:26, 109.0]' on route-C
 [x] Sent b'[2/20/2023 13:26, 91.0]' on route-A
 [x] Sent b'[2/20/2023 13:26, 101.0]' on route-B
 [x] Sent b'[2/20/2023 13:26, 111.0]' on route-C
 [x] Sent b'[2/20/2023 13:27, 93.0]' on route-A
 [x] Sent b'[2/20/2023 13:27, 108.0]' on route-B
 [x] Sent b'[2/20/2023 13:27, 94.0]' on route-C
 [x] Sent b'[2/20/2023 13:27, 120.0]' on route-A
 [x] Sent b'[2/20/2023 13:27, 106.0]' on route-B
 [x] Sent b'[2/20/2023 13:27, 115.0]' on route-C
 [x] Sent b'[2/20/2023 13:27, 114.0]' on route-A
 [x] Sent b'[2/20/2023 13:27, 113.0]' on route-B
 [x] Sent b'[2/20/2023 13:27, 124.0]' on route-C
 [x] Sent b'[2/20/2023 13:28, 86.0]' on route-A
